Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags
2024-10-23,Condado Tacos L Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Condado Tacos L Pittsburgh Pa,,-14.04,
2024-10-23,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-4.99,
2024-10-23,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-18.68,
2024-10-23,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-71.08,
2024-10-22,KING CRUST PITTSBURGH PA,Restaurants & Bars,Fidelity Rewards Visa *4913,King Crust Pittsburgh Pa,,-14.98,
2024-10-18,Catering Co Uniontown Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Catering Co Uniontown Pa,,-3.80,
2024-10-18,Catering Co Uniontown Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Catering Co Uniontown Pa,,-1.95,
2024-10-18,Kingcrust via Slice,Restaurants & Bars,Fidelity Rewards Visa *4913,Kingcrust via Slice,,-43.82,
2024-10-18,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-75.18,
2024-10-17,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-6.35,
2024-10-17,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-61.78,
2024-10-16,Dunkin',Coffee Shops,Fidelity Rewards Visa *4913,Dunkin',,-5.55,
2024-10-16,Instacart,Groceries,Fidelity Rewards Visa *4913,Instacart,,-74.78,
2024-10-15,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-160.22,
2024-10-15,Pro ATM Carnegie Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Pro ATM Carnegie Pa,,-1.50,
2024-10-15,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-35.18,
2024-10-15,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-22.23,
2024-10-15,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-58.80,
2024-10-15,Target,Shopping,Fidelity Rewards Visa *4913,Target,,25.00,
2024-10-15,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-13.28,
2024-10-11,Kingcrust via Slice,Restaurants & Bars,Fidelity Rewards Visa *4913,Kingcrust via Slice,,-43.82,
2024-10-11,Emma's Kafe & Deli Upper Saint Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Emma's Kafe & Deli Upper Saint Pa,,-6.33,
2024-10-11,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-52.99,
2024-10-10,BP,Gas,Fidelity Rewards Visa *4913,BP Gas,,-25.34,
2024-10-10,The Abbey on Butle Pittsburgh Pa,Transfer,Fidelity Rewards Visa *4913,The Abbey on Butle Pittsburgh Pa,,-5.25,
2024-10-09,Fresh Thyme,Groceries,Fidelity Rewards Visa *4913,Fresh Thyme,,-9.18,
2024-10-09,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-119.58,
2024-10-07,New York Times,Entertainment & Recreation,Fidelity Rewards Visa *4913,New York Times,,-20.00,
2024-10-07,Michaels,Fun Money,Fidelity Rewards Visa *4913,Michaels,,-20.32,
2024-10-04,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-79.28,
2024-10-04,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-62.26,
2024-10-04,Wendy's,Restaurants & Bars,Fidelity Rewards Visa *4913,Wendy's,,-9.81,
2024-10-02,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-63.39,
2024-10-02,El Campesino,Restaurants & Bars,Fidelity Rewards Visa *4913,El Campesino,,-13.24,
2024-10-02,Mt Lebanon Online,Child Activities,Fidelity Rewards Visa *4913,Mt Lebanon Online,Ruby basketball ,-99.00,
2024-10-01,Google Yokee Music,Entertainment & Recreation,Fidelity Rewards Visa *4913,Google Yokee Music,,89.99,
2024-10-01,Tee Shirt Palace,Gifts,Fidelity Rewards Visa *4913,Tee Shirt Palace,,-28.23,
2024-10-01,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-48.17,
2024-10-01,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-11.76,
2024-10-01,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-39.35,
2024-09-30,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-48.77,
2024-09-30,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-143.40,
2024-09-30,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-4.80,
2024-09-30,Google Yokee Music,Entertainment & Recreation,Fidelity Rewards Visa *4913,Google Yokee Music,,-89.99,
2024-09-30,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-09-27,Kingcrust via Slice,Restaurants & Bars,Fidelity Rewards Visa *4913,Kingcrust via Slice,,-29.36,
2024-09-26,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-09-26,Hoover School,Child Care,Fidelity Rewards Visa *4913,Hoover School,,-566.15,
2024-09-26,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-98.16,
2024-09-25,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-53.18,
2024-09-25,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-51.67,
2024-09-24,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-65.88,
2024-09-24,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.88,
2024-09-23,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-2.89,
2024-09-23,Photography,Child Activities,Fidelity Rewards Visa *4913,Photography,,-44.94,
2024-09-23,Photography,Child Activities,Fidelity Rewards Visa *4913,Photography,,-44.94,
2024-09-23,Kingcrust via Slice,Restaurants & Bars,Fidelity Rewards Visa *4913,Kingcrust via Slice,,-51.63,
2024-09-23,Burgh Bites Carnegie Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Burgh Bites Carnegie Pa,,-89.04,
2024-09-23,Salems Market & Pittsburgh Pa,Groceries,Fidelity Rewards Visa *4913,Salems Market & Pittsburgh Pa,,-11.75,
2024-09-23,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-74.20,
2024-09-23,Payment,Credit Card Payment,Fidelity Rewards Visa *4913,Payment,,4998.99,
2024-09-20,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-52.65,
2024-09-19,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-57.49,
2024-09-17,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.88,
2024-09-17,Google,Shopping,Fidelity Rewards Visa *4913,Google,,-8.59,
2024-09-16,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-8.67,
2024-09-16,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.88,
2024-09-16,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-19.78,
2024-09-16,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-36.52,
2024-06-28,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-06-27,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-40.97,
2024-06-27,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-68.32,
2024-06-26,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-19.25,
2024-06-26,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-36.27,
2024-06-26,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-44.86,
2024-06-26,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-70.95,
2024-06-26,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,14.99,
2024-06-26,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,33.98,
2024-06-25,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-45.54,
2024-06-25,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-4.09,
2024-06-25,Rover,Pets,Fidelity Rewards Visa *4913,Rover,,-138.75,
2024-06-25,Sheetz,Gas,Fidelity Rewards Visa *4913,Sheetz,,-9.10,
2024-06-21,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-33.67,
2024-06-21,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-127.00,
2024-06-20,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-143.40,
2024-06-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-71.95,
2024-06-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-87.77,
2024-06-20,Daily Thread Pittsburg Pa,Clothing,Fidelity Rewards Visa *4913,Daily Thread Pittsburg Pa,,-16.19,
2024-06-20,Uber Eats,Restaurants & Bars,Fidelity Rewards Visa *4913,Uber Eats,,-38.94,
2024-06-20,Uber Eats,Restaurants & Bars,Fidelity Rewards Visa *4913,Uber Eats,,-8.19,
2024-06-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-17.32,
2024-06-20,Mt Lebanon Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Mt Lebanon Pittsburgh Pa,,-28.00,
2024-06-18,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-50.22,
2024-06-18,Omars Halal Grill Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Omars Halal Grill Pittsburgh Pa,,-13.48,
2024-06-17,Pittsburgh Parks Conse,Entertainment & Recreation,Fidelity Rewards Visa *4913,Pittsburgh Parks Conse,,-15.00,
2024-06-17,Uep Asia Tea House Pittsburgh Pa,Coffee Shops,Fidelity Rewards Visa *4913,Uep Asia Tea House Pittsburgh Pa,,-24.98,
2024-06-17,Friends of Mt Lebanon Mount Pa,Books,Fidelity Rewards Visa *4913,Friends of Mt Lebanon Mount Pa,,-17.50,
2024-06-17,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-23.52,
2024-06-17,El Campesino,Restaurants & Bars,Fidelity Rewards Visa *4913,El Campesino,,-47.88,
2024-06-17,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-105.99,
2024-06-17,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-7.47,
2024-06-17,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-26.68,
2024-06-17,New York Times,Entertainment & Recreation,Fidelity Rewards Visa *4913,New York Times,,-17.00,
2024-06-17,Stdayschoo,Education,Fidelity Rewards Visa *4913,Stdayschoo,,-105.95,
2024-06-17,Mt Lebanon Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Mt Lebanon Pittsburgh Pa,,-38.00,
2024-06-17,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-72.70,
2024-06-14,Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Pittsburgh Pa,,-15.48,
2024-06-14,Mt Lebanon Flowbird Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Mt Lebanon Flowbird Pittsburgh Pa,,-1.00,
2024-06-13,Max,Entertainment & Recreation,Fidelity Rewards Visa *4913,Max,,-17.11,
2024-06-13,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-163.03,
2024-06-12,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-47.52,
2024-06-12,Calabro Tire & Auto Se Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Calabro Tire & Auto Se Pittsburgh Pa,,-1299.58,
2024-06-12,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-49.44,
2024-06-10,Sling TV,Entertainment & Recreation,Fidelity Rewards Visa *4913,Sling TV,,-42.80,
2024-06-10,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-50.17,
2024-06-10,Magic Washington Pi Bridgeville Pa,Gas,Fidelity Rewards Visa *4913,Magic Washington Pi Bridgeville Pa,,-10.00,
2024-06-10,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-19.85,
2024-06-10,Mel's Petit Cafe,Restaurants & Bars,Fidelity Rewards Visa *4913,"Mel's Petit Cafe,",,-25.00,
2024-06-10,BP,Gas,Fidelity Rewards Visa *4913,BP Gas,,-59.15,
2024-06-10,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-155.43,
2024-06-10,Comfort Inn & Suites,Travel & Vacation,Fidelity Rewards Visa *4913,Comfort Inn,,-204.80,
2024-06-07,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-44.80,
2024-06-07,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-37.23,
2024-06-06,Smallman Garage Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Smallman Garage Pa,,-10.00,
2024-06-06,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-128.34,
2024-06-06,Target,Shopping,Fidelity Rewards Visa *4913,Target,,33.98,
2024-06-05,Loft South Hills Pittsburgh Pa,Clothing,Fidelity Rewards Visa *4913,Loft South Hills Pittsburgh Pa,,-30.94,
2024-06-05,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-44.21,
2024-06-05,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-87.82,
2024-06-05,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-89.44,
2024-06-04,Pitt University Parking Pittsburgh Pa,Parking & Tolls,Fidelity Rewards Visa *4913,Pitt University Parking Pittsburgh Pa,,-7.00,
2024-06-04,McDonald's,Restaurants & Bars,Fidelity Rewards Visa *4913,McDonald's,,-4.48,
2024-06-04,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.88,
2024-06-04,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-117.88,
2024-06-04,Little Nippers,Restaurants & Bars,Fidelity Rewards Visa *4913,Little Nippers,,-36.50,
2024-06-03,El Campesino,Restaurants & Bars,Fidelity Rewards Visa *4913,El Campesino,,-8.48,
2024-06-03,Smoothie King,Restaurants & Bars,Fidelity Rewards Visa *4913,Smoothie King,,-7.44,
2024-06-03,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-5.77,
2024-06-03,Einstein Bros. Bagels,Restaurants & Bars,Fidelity Rewards Visa *4913,Einstein Bros. Bagels,,-29.17,
2024-06-03,Ross Dress for Less,Shopping,Fidelity Rewards Visa *4913,Ross Dress for Less,,-8.55,
2024-06-03,Smoothie King,Restaurants & Bars,Fidelity Rewards Visa *4913,Smoothie King,,-4.80,
2024-06-03,Icp Goldfish Swim Scho,Child Activities,Fidelity Rewards Visa *4913,Icp Goldfish Swim Scho,,-510.00,
2024-06-03,ANDALOU NATURALS HTTPSANDALOUU CA,Entertainment & Recreation,Fidelity Rewards Visa *4913,Andalou Naturals Httpsandalouu Ca,,-26.98,
2024-06-03,Calabro Tire & Auto Se Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Calabro Tire & Auto Se Pittsburgh Pa,,-79.72,
2024-06-03,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-1.70,
2024-06-03,Giant Eagle,Groceries,Fidelity Rewards Visa *4913,Giant Eagle,,-78.25,
2024-05-31,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-6.54,
2024-05-31,Flynns Tire Carnegie Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Flynns Tire Carnegie Pa,,-76.78,
2024-05-31,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-40.91,
2024-05-31,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-67.58,
2024-05-29,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-64.63,
2024-05-29,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-44.13,
2024-05-29,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-76.82,
2024-05-29,Instacart,Groceries,Fidelity Rewards Visa *4913,Instacart,,-24.80,
2024-05-29,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-05-29,DoorDash,Restaurants & Bars,Fidelity Rewards Visa *4913,DoorDash,,-56.17,
2024-05-28,CVS,Medical,Fidelity Rewards Visa *4913,CVS,,-3.49,
2024-05-28,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-50.79,
2024-05-28,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-8.55,
2024-05-28,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-133.06,
2024-05-28,Wordpress,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Wordpress.com,,-19.00,
2024-05-28,Little Nippers,Restaurants & Bars,Fidelity Rewards Visa *4913,Little Nippers,,-44.85,
2024-05-24,Instacart,Groceries,Fidelity Rewards Visa *4913,Instacart,,-43.83,
2024-05-23,Payment,Credit Card Payment,Fidelity Rewards Visa *4913,Payment,,3851.74,
2024-05-23,Arsenal Bowl Pa,Entertainment & Recreation,Fidelity Rewards Visa *4913,Arsenal Bowl Pa,,-7.50,
2024-05-22,Curlsmith Httpscurlsmit Ny,Entertainment & Recreation,Fidelity Rewards Visa *4913,Curlsmith Httpscurlsmit Ny,,-41.80,
2024-05-22,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-124.45,
2024-05-21,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-57.70,
2024-05-21,Mt Lebanon Online,Miscellaneous,Fidelity Rewards Visa *4913,Mt Lebanon Online,,-14.00,
2024-05-20,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-25.68,
2024-05-20,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-18.00,
2024-05-20,Kohl's,Shopping,Fidelity Rewards Visa *4913,Kohl's,,-44.71,
2024-05-20,Corners Beer Uppr Saint Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Corners Beer Uppr Saint Pa,,-19.25,
2024-05-20,New York Times,Entertainment & Recreation,Fidelity Rewards Visa *4913,New York Times,,-17.00,
2024-05-20,Red Robin,Restaurants & Bars,Fidelity Rewards Visa *4913,Red Robin,,-19.29,
2024-05-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-32.43,
2024-05-20,El Campesino,Restaurants & Bars,Fidelity Rewards Visa *4913,El Campesino,,-10.17,
2024-05-20,Etsy,Gifts,Fidelity Rewards Visa *4913,Etsy,,-45.79,
2024-05-20,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-56.61,
2024-05-17,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-44.21,
2024-05-17,Bado's Pizza Grill Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Bado's Pizza Grill Pittsburgh Pa,,-31.58,
2024-05-17,Millie's Homemade Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Millie's Homemade Pittsburgh Pa,,-23.11,
2024-05-16,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-158.31,
2024-05-15,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-32.97,
2024-05-15,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-62.06,
2024-05-14,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,8.78,
2024-05-14,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-27.76,
2024-05-14,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-7.13,
2024-05-14,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-31.01,
2024-05-14,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-47.00,
2024-05-13,Texas Roadhouse,Restaurants & Bars,Fidelity Rewards Visa *4913,Texas Roadhouse,,-82.33,
2024-05-13,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-76.93,
2024-05-13,Under the Sun Garden Tulsa Ok,Restaurants & Bars,Fidelity Rewards Visa *4913,Under the Sun Garden Tulsa Ok,,-35.00,
2024-05-13,Market District,Groceries,Fidelity Rewards Visa *4913,Market District,,-65.48,
2024-05-13,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-25.00,
2024-05-13,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-05-13,Max,Entertainment & Recreation,Fidelity Rewards Visa *4913,Max,,-17.11,
2024-05-10,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-45.54,
2024-05-10,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.88,
2024-05-09,Scholastic,Entertainment & Recreation,Fidelity Rewards Visa *4913,Scholastic,,-20.00,
2024-05-09,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-19.48,
2024-05-09,US Postal Service,Postage & Shipping,Fidelity Rewards Visa *4913,US Postal Service,,-68.00,
2024-05-08,Sling TV,Entertainment & Recreation,Fidelity Rewards Visa *4913,Sling TV,,-42.80,
2024-05-08,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-172.43,
2024-05-07,Icp Goldfish Swim Scho Mcmurray Pa,Child Activities,Fidelity Rewards Visa *4913,Icp Goldfish Swim Scho Mcmurray Pa,,-5.00,
2024-05-07,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-59.04,
2024-05-07,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-0.94,
2024-05-07,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-15.83,
2024-05-07,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-9.03,
2024-05-06,Beer Town Dormont Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Beer Town Dormont Pittsburgh Pa,,-27.26,
2024-05-06,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-9.41,
2024-05-06,Ticklab Tick Testing O Pa,Personal Care,Fidelity Rewards Visa *4913,Ticklab Tick Testing O Pa,,-25.00,
2024-05-06,Popeyes,Restaurants & Bars,Fidelity Rewards Visa *4913,Popeyes,,-37.65,
2024-05-06,Giant Eagle,Groceries,Fidelity Rewards Visa *4913,Giant Eagle,,-14.27,
2024-05-06,Jets Pizza Pa Pittsburgh,Restaurants & Bars,Fidelity Rewards Visa *4913,Jets Pizza Pa Pittsburgh,,-29.50,
2024-05-03,Hoover Pta Order Httpshooverpt Pa,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Hoover Pta Order Httpshooverpt Pa,,-25.00,
2024-05-03,Hoover Pta Order Httpshooverpt Pa,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Hoover Pta Order Httpshooverpt Pa,,-25.00,
2024-05-02,Icp Goldfish Swim Scho,Child Activities,Fidelity Rewards Visa *4913,Icp Goldfish Swim Scho,,-306.00,
2024-05-01,Shell,Gas,Fidelity Rewards Visa *4913,Shell,,-59.05,
2024-05-01,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-146.38,
2024-05-01,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-35.69,
2024-04-30,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-56.68,
2024-04-30,Icp Goldfish Swim Scho Mcmurray Pa,Child Activities,Fidelity Rewards Visa *4913,Icp Goldfish Swim Scho Mcmurray Pa,,-3.00,
2024-04-29,Beer Town Dormont Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Beer Town Dormont Pittsburgh Pa,,-13.76,
2024-04-29,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-6.58,
2024-04-29,Chick-Fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-34.71,
2024-04-29,Mt Lebanon Flowbird Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Mt Lebanon Flowbird Pittsburgh Pa,,-1.75,
2024-04-29,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-3.25,
2024-04-29,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-04-29,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-04-29,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-56.59,
2024-04-29,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-38.32,
2024-04-26,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-28.98,
2024-04-25,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-25.56,
2024-04-24,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-42.78,
2024-04-24,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-119.87,
2024-04-23,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-15.87,
2024-04-23,Little Nippers,Restaurants & Bars,Fidelity Rewards Visa *4913,Little Nippers,,-67.55,
2024-04-23,Payment,Credit Card Payment,Fidelity Rewards Visa *4913,Payment,,5271.77,
2024-04-22,New York Times,Entertainment & Recreation,Fidelity Rewards Visa *4913,New York Times,,-17.00,
2024-04-22,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-15.68,
2024-04-22,The Yard Galleria,Restaurants & Bars,Fidelity Rewards Visa *4913,The Yard Galleria,,-87.57,
2024-04-22,Learning Express of Mt Pittsburgh Pa,Shopping,Fidelity Rewards Visa *4913,Learning Express of Mt Pittsburgh Pa,,-30.20,
2024-04-19,Instacart,Groceries,Fidelity Rewards Visa *4913,Instacart,,-104.94,
2024-04-18,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-132.94,
2024-04-18,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-32.19,
2024-04-17,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-64.03,
